direction,time,plate,make,model,color
South,2020-05-20T13:12:00Z,ESE-8817,Dodge,Avenger,Red
South,2020-05-20T13:12:07Z,XZU-2605,Kia,Optima,Grey
South,2020-05-20T13:12:13Z,OFH-9516,Lincoln,Navigator,Black
South,2020-05-20T13:12:17Z,KJX-2785,Ford,Edge,Black
South,2020-05-20T13:12:33Z,VBW-0124,Ford,Police Interceptor,Black
South,2020-05-20T13:12:34Z,CWU-3064,Buick,LaCrosse,Beige
South,2020-05-20T13:12:41Z,XNM-6096,Toyota,Forerunner,White
South,2020-05-20T13:12:45Z,UNA-6626,Acura,TL,Grey
South,2020-05-20T13:13:01Z,OKC-9687,Acura,RDX,Black
South,2020-05-20T13:13:06Z,SHW-7943,Chevy,Silverado,Grey
South,2020-05-20T13:13:18Z,QBJ-4459,Lexus,RX,Silver
South,2020-05-20T13:13:23Z,XZK-8098,BMW,i1,White
South,2020-05-20T13:13:37Z,HJY-5599,Mazda,CX-9,White
South,2020-05-20T13:14:11Z,AUH-2026,Acura,RSX,Black
South,2020-05-20T13:14:13Z,FGO-2908,Hyundai,Sonata,Silver
South,2020-05-20T13:14:31Z,EWS-8037,Nissan,Versa,Blue
South,2020-05-20T13:14:33Z,GRW-6109,Infiniti,G35,Black
South,2020-05-20T13:14:38Z,ATJ-6557,Jeep,Renegade,Silver
South,2020-05-20T13:14:40Z,BGA-6083,Ford,F-150,White
South,2020-05-20T13:14:41Z,POO-6905,Mercedes,E-Class,Black
South,2020-05-20T13:14:58Z,VGX-1058,Toyota,Venza,White
South,2020-05-20T13:15:10Z,XQZ-4414,Porsche,911,Silver
South,2020-05-20T13:15:13Z,VHU-1538,GMC,Safari,White
South,2020-05-20T13:15:21Z,AMP-4167,Mazda,CX-5,White
South,2020-05-20T13:15:37Z,SUN-3413,Dodge,Avenger,Red
South,2020-05-20T13:15:40Z,UDJ-7573,Honda,Accord,Black
South,2020-05-20T13:15:47Z,LNE-4266,Jeep,Grand Cherokee,White
South,2020-05-20T13:15:52Z,OAP-6444,Jeep,Grand Cherokee,Black
South,2020-05-20T13:15:54Z,BNT-8402,Mercedes,CLA-Class,Red
South,2020-05-20T13:16:01Z,EKL-4789,Jeep,Wrangler,Green
South,2020-05-20T13:16:15Z,KHS-4224,BMW,X1,Silver
South,2020-05-20T13:16:18Z,HHW-8208,Toyota,Sequoia,Grey
South,2020-05-20T13:16:24Z,ZPX-0744,Mitsubishi,Lancer,Silver
South,2020-05-20T13:16:32Z,DLC-6869,Kia,Rio,Silver
South,2020-05-20T13:16:34Z,MFK-8131,Volkswagen,Beetle,Red
South,2020-05-20T13:16:39Z,QRI-7922,Chevy,Express,White
South,2020-05-20T13:16:44Z,VZV-7001,GMC,Denali,Black
South,2020-05-20T13:16:47Z,CVE-3623,Toyota,Tacoma,Beige
South,2020-05-20T13:16:48Z,OLS-6822,Fiat,500,Grey
South,2020-05-20T13:16:54Z,FDQ-1921,Chevy,Traverse,Silver
South,2020-05-20T13:17:00Z,MWL-9420,Ford,Focus,Red
South,2020-05-20T13:17:08Z,ERH-0429,Jeep,Wrangler,Blue
South,2020-05-20T13:17:33Z,XKF-5537,Mercedes,CLA-Class,Red
South,2020-05-20T13:17:37Z,TAO-4742,Toyota,86,Black
South,2020-05-20T13:17:40Z,AAC-1918,Hyundai,Elantra,Silver
South,2020-05-20T13:17:43Z,SFM-0166,Ford,Police Interceptor,Black
South,2020-05-20T13:17:44Z,COJ-4586,Nissan,350Z,Silver
South,2020-05-20T13:17:46Z,DOC-3580,Lincoln,Navigator,Black
South,2020-05-20T13:17:54Z,ACB-4056,GMC,Safari,White
South,2020-05-20T13:18:14Z,LWV-0632,Jaguar,F-Pace,Grey
South,2020-05-20T13:18:15Z,ZXY-3752,Chevy,Silverado,White
South,2020-05-20T13:18:18Z,GUD-6873,Honda,HR-V,Grey
South,2020-05-20T13:18:21Z,NQD-5744,Volkswagen,Eos,Red
South,2020-05-20T13:18:22Z,YXT-7434,Toyota,Sienna,Beige
South,2020-05-20T13:18:28Z,NYP-2960,Honda,S-3000,Silver
South,2020-05-20T13:18:41Z,NBL-2079,Lexus,ES,White
South,2020-05-20T13:18:44Z,VHS-6687,Mazda,CX-30,Grey
South,2020-05-20T13:18:47Z,MDR-1021,Porsche,Panamera,Black
South,2020-05-20T13:18:48Z,SMJ-6826,Chevy,Silverado,Grey
South,2020-05-20T13:18:54Z,SFW-3093,Nissan,Kicks,White
South,2020-05-20T13:19:00Z,TYT-1379,Chevy,Suburban,White
South,2020-05-20T13:19:01Z,LPP-7529,Kia,Rio,Silver
South,2020-05-20T13:19:05Z,BBH-6827,Subaru,Outback,Grey
South,2020-05-20T13:19:21Z,RIK-9673,Mercedes,C-Series,Black
South,2020-05-20T13:19:26Z,RHA-4315,Toyota,Tacoma,Black
South,2020-05-20T13:19:43Z,FUJ-6592,Buick,Verano,Grey
South,2020-05-20T13:19:46Z,HEQ-7847,Jeep,Cherokee,White
South,2020-05-20T13:19:49Z,HRY-5130,BMW,3-Series,White
South,2020-05-20T13:19:52Z,RNP-7980,Infiniti,QX60,Grey
South,2020-05-20T13:19:54Z,RBN-6166,Ford,F-350,White
South,2020-05-20T13:19:56Z,MYT-1090,Lexus,RX,Grey
South,2020-05-20T13:19:59Z,JLO-0839,Volvo,XC60,Silver
South,2020-05-20T13:20:00Z,EIE-0283,Hyundai,Genesis,Black
South,2020-05-20T13:20:04Z,JXQ-4753,Kia,Spectra,Black
South,2020-05-20T13:20:09Z,EPQ-0794,Saab,93,Black
South,2020-05-20T13:20:14Z,TDH-4473,Hyundai,Santa Fe,Beige
South,2020-05-20T13:20:22Z,XMU-2820,Kia,Stinger,Red
South,2020-05-20T13:20:48Z,ZVT-5168,Chevy,Malibu,Grey
South,2020-05-20T13:20:54Z,WCJ-2863,Buick,Verano,Grey
South,2020-05-20T13:20:58Z,EQG-3251,Ford,Escape,White
South,2020-05-20T13:21:00Z,SRR-8885,Chevy,Silverado,Grey
South,2020-05-20T13:21:06Z,CLD-4486,Ford,E-250,White
South,2020-05-20T13:21:17Z,DLT-6076,Tesla,Model S,Silver
South,2020-05-20T13:21:19Z,VJQ-7364,Volkswagen,Jetta,Blue
South,2020-05-20T13:21:28Z,UHE-1880,Honda,Odyssey,Grey
South,2020-05-20T13:21:34Z,WWE-7254,Toyota,Corolla,Blue
South,2020-05-20T13:21:54Z,LBO-3053,Nissan,Rogue,Silver
South,2020-05-20T13:22:09Z,QHA-7647,Honda,Civic,Blue
South,2020-05-20T13:22:12Z,MPF-8094,Ford,Mustang,Black
South,2020-05-20T13:22:17Z,DYH-8448,Toyota,4Runner,Silver
South,2020-05-20T13:22:32Z,DQI-0506,Chevy,Camaro,Yellow
South,2020-05-20T13:22:47Z,MRQ-2578,Ford,Police Interceptor,Black
South,2020-05-20T13:22:49Z,PIM-9261,Audi,Q7,White
South,2020-05-20T13:23:18Z,DNU-2771,Volkswagen,Passat,Silver
South,2020-05-20T13:23:21Z,LRB-6899,GMC,Acadia,Black
South,2020-05-20T13:23:25Z,UIT-2370,GMC,Terrain,Silver
South,2020-05-20T13:23:27Z,DXW-3402,Fiat,500,Grey
South,2020-05-20T13:23:33Z,HWJ-7131,Chevy,Express,White
South,2020-05-20T13:24:02Z,PZV-0735,Jeep,Wrangler,Green
South,2020-05-20T13:24:13Z,KMS-0936,Lexus,NX,Black
South,2020-05-20T13:24:19Z,PUI-7706,BMW,4-Series,White
South,2020-05-20T13:24:19Z,PTZ-1915,Kia,Santa Fe,White
South,2020-05-20T13:24:25Z,NDW-2707,Ford,F-450,White
South,2020-05-20T13:24:31Z,CER-6992,Toyota,Matrix,Grey
South,2020-05-20T13:24:35Z,VGK-4893,Toyota,Venza,Silver
South,2020-05-20T13:24:40Z,SNY-4411,Nissan,XE,Black
South,2020-05-20T13:24:46Z,FIG-2488,Nissan,Rogue,Silver
South,2020-05-20T13:24:49Z,GIX-0929,Subaru,Ascent,Blue
South,2020-05-20T13:24:57Z,VIX-8568,Toyota,Tocoma,White
South,2020-05-20T13:25:42Z,LBW-5040,Mercedes,GLC-Class,White
South,2020-05-20T13:26:01Z,YDA-5362,Hyundai,Tucson,Blue
South,2020-05-20T13:26:08Z,BUY-6156,Ford,F-350,White
South,2020-05-20T13:26:16Z,NRM-8806,Scion,xB,Silver
South,2020-05-20T13:26:18Z,JXH-4245,Toyota,Rav-4,White
South,2020-05-20T13:26:24Z,QDB-5191,Jeep,Grand Cherokee,White
South,2020-05-20T13:27:09Z,KNM-5196,Jeep,Cherokee,Grey
South,2020-05-20T13:27:12Z,THO-7846,Toyota,Sequoia,White
South,2020-05-20T13:27:17Z,ZEO-5096,Toyota,Rav-4,White
South,2020-05-20T13:27:33Z,KTW-9039,Lexus,ES,Silver
South,2020-05-20T13:27:37Z,EGH-1982,Jeep,Grand Cherokee,White
South,2020-05-20T13:27:48Z,JJP-6750,Chevy,Malibu,Black
South,2020-05-20T13:27:51Z,ZCW-3751,GMC,Safari,White
South,2020-05-20T13:27:56Z,GVK-1617,Volkswagen,Jetta,Black
South,2020-05-20T13:27:59Z,TUK-8778,Mitsubishi,Outlander,Beige
South,2020-05-20T13:28:02Z,PBR-0425,Nissan,Kicks,Silver
South,2020-05-20T13:28:06Z,AEN-8393,Jeep,Grand Cherokee,White
South,2020-05-20T13:28:19Z,ORX-4820,Volkswagen,Golf,Grey
South,2020-05-20T13:28:35Z,VTO-6042,Hyundai,Tucson,Grey
South,2020-05-20T13:28:48Z,IIV-9987,Honda,CR-V,Red
South,2020-05-20T13:28:53Z,DDI-3952,Mazda,Tribute,Beige
South,2020-05-20T13:29:00Z,JKU-2590,Nissan,Rogue,Grey
South,2020-05-20T13:29:08Z,IBB-9263,Toyota,Tacoma,Silver
South,2020-05-20T13:29:15Z,DFL-1389,Jeep,Patriot,Silver
South,2020-05-20T13:29:22Z,GFF-8017,Honda,Accord,Grey
South,2020-05-20T13:29:25Z,ODW-5090,Ford,Ranger,White
South,2020-05-20T13:29:29Z,SQR-0558,Hyundai,Genesis,Black
South,2020-05-20T13:29:40Z,ZES-5235,Jeep,Gladiator,Green
South,2020-05-20T13:29:42Z,QMP-1358,Buick,Enclave,Beige
South,2020-05-20T13:29:43Z,IQE-4124,Volvo,VNL 670,Blue
South,2020-05-20T13:29:44Z,XUY-6521,GMC,Yukon,Black
South,2020-05-20T13:29:52Z,IMN-4665,Honda,Odyssey,White
South,2020-05-20T13:29:55Z,OII-9301,Volvo,V70,Beige
South,2020-05-20T13:29:56Z,VZW-2943,Kia,Spectra,Black
South,2020-05-20T13:29:59Z,KHF-5987,Kia,Santa Fe,White
South,2020-05-20T13:30:07Z,SZO-6045,Jaguar,F-Pace,White
South,2020-05-20T13:30:09Z,IMN-3305,Ford,F-350,White
South,2020-05-20T13:30:12Z,HZW-7017,Mercedes,A-Class,Silver
South,2020-05-20T13:30:17Z,OPS-4647,Buick,Encore,Silver
South,2020-05-20T13:30:30Z,TPH-7097,Chevy,Suburban,White
South,2020-05-20T13:30:41Z,AZG-1151,Subaru,Ascent,Blue
South,2020-05-20T13:30:50Z,NDE-8849,Chevy,Silverado,White
South,2020-05-20T13:31:12Z,XAH-8586,Lexus,IS,Silver
South,2020-05-20T13:31:38Z,VUZ-2805,Alfa Romeo,Giulia,Red
South,2020-05-20T13:31:41Z,CUD-3796,Hyundai,Santa Fe,White
South,2020-05-20T13:31:45Z,IGH-9945,Nissan,Rogue,Orange
South,2020-05-20T13:31:46Z,PBL-4815,Volvo,VNL 670,Blue
South,2020-05-20T13:31:53Z,XXR-1903,Mercedes,S-Series,Black
South,2020-05-20T13:32:03Z,XTU-3257,Fiat,500,Grey
South,2020-05-20T13:32:06Z,VRY-2765,Jeep,Cherokee,Grey
South,2020-05-20T13:32:08Z,TBD-1976,Tesla,Model 3,Grey
South,2020-05-20T13:32:11Z,NNO-2644,Ford,Fusion,Grey
South,2020-05-20T13:32:12Z,RWG-1573,Cadillac,Escalade,White
South,2020-05-20T13:32:22Z,LWD-7299,Ford,Ranger,White
South,2020-05-20T13:32:32Z,VJX-1543,Mercedes,CLA-Class,Red
South,2020-05-20T13:32:41Z,GOF-1460,Mitsubishi,Mirage,Silver
South,2020-05-20T13:33:01Z,FXG-2221,Mercedes,C-Series,Black
South,2020-05-20T13:33:27Z,XWH-2673,Toyota,Sienna,Silver
South,2020-05-20T13:33:28Z,RHC-5062,Mazda,6,White
South,2020-05-20T13:33:30Z,ZYG-1945,Toyota,4Runner,Black
South,2020-05-20T13:33:36Z,TJE-6295,Chrysler,200,Blue
South,2020-05-20T13:33:41Z,DOC-6129,Scion,tC,White
South,2020-05-20T13:33:44Z,HKR-7043,Mazda,3,Grey
South,2020-05-20T13:33:55Z,WTL-0569,Mazda,CX-5,Red
South,2020-05-20T13:34:04Z,QKD-9225,Volkswagen,Beetle,Red
South,2020-05-20T13:34:38Z,ECY-0176,Subaru,Outback,Silver
South,2020-05-20T13:35:02Z,QNC-9543,Toyota,4Runner,Blue
South,2020-05-20T13:35:04Z,TWI-4987,Honda,Fit,Blue
South,2020-05-20T13:35:11Z,RJZ-6695,Honda,Pilot,Silver
South,2020-05-20T13:35:14Z,WOZ-5936,Mazda,CX-30,Grey
South,2020-05-20T13:35:36Z,IUC-0848,Scion,xB,Silver
South,2020-05-20T13:35:38Z,XFT-2943,BMW,5-Series,Black
South,2020-05-20T13:35:42Z,RXW-8065,Chevy,Equinox,Silver
South,2020-05-20T13:35:51Z,OGK-6832,Saturn,Sky,Black
South,2020-05-20T13:35:54Z,ZRP-7619,Fiat,500,Grey
South,2020-05-20T13:36:21Z,IHG-5114,Toyota,86,Black
South,2020-05-20T13:37:03Z,LIR-1384,Nissan,Rogue,Red
South,2020-05-20T13:37:09Z,QZQ-0710,Ford,Explorer,Grey
South,2020-05-20T13:37:11Z,OAJ-1324,Nissan,Kicks,White
South,2020-05-20T13:37:14Z,PYG-3693,Mercedes,C-Series,Black
South,2020-05-20T13:37:29Z,ISD-1460,Kia,Spectra,Silver
South,2020-05-20T13:37:50Z,CZR-3880,BMW,1-Series,Silver
South,2020-05-20T13:38:05Z,NWG-3170,Dodge,Avenger,Red
South,2020-05-20T13:38:22Z,AOH-1944,Lexus,RX,Silver
South,2020-05-20T13:38:43Z,BPO-0688,Acura,RDX,Black
South,2020-05-20T13:38:48Z,APK-5562,Hyundai,Santa Fe,White
South,2020-05-20T13:39:27Z,OVW-7547,Dodge,Avenger,Red
South,2020-05-20T13:39:39Z,OCY-6464,Buick,Verano,Grey
South,2020-05-20T13:39:46Z,JBA-4342,Volkswagen,Golf,Silver
South,2020-05-20T13:39:48Z,IMS-1425,Chevy,Suburban,White
South,2020-05-20T13:39:55Z,JQJ-6290,Ford,F-450,White
South,2020-05-20T13:40:27Z,XZR-0649,Subaru,Outback,Grey
South,2020-05-20T13:40:32Z,QRR-7811,Honda,Civic,Blue
South,2020-05-20T13:40:35Z,UMA-4154,Toyota,Highlander,Grey
South,2020-05-20T13:40:39Z,KBR-6741,Tesla,Model S,Silver
South,2020-05-20T13:40:44Z,PNU-9606,Chevy,Cavalier,Silver
South,2020-05-20T13:41:03Z,GSJ-0884,Tesla,Model X,Blue
South,2020-05-20T13:41:06Z,LTM-8393,Hino,268,Black
South,2020-05-20T13:41:16Z,RYP-0293,Cadillac,Escalade,White
South,2020-05-20T13:41:49Z,LCC-0626,Subaru,Ascent,Blue
South,2020-05-20T13:42:08Z,FVL-9388,Toyota,4Runner,Blue
South,2020-05-20T13:42:30Z,VGB-7936,Hyundai,Sonata,Blue
South,2020-05-20T13:42:36Z,TUK-6892,Mazda,CX-3,Black
South,2020-05-20T13:42:46Z,XLT-1533,Mazda,CX-9,White
South,2020-05-20T13:43:15Z,MPW-5776,Mazda,CX-3,Black
South,2020-05-20T13:43:22Z,DEU-3956,BMW,5-Series,Black
South,2020-05-20T13:43:36Z,RDY-1705,Chevy,Silverado,White
South,2020-05-20T13:43:55Z,CSP-5880,Jaguar,F-Pace,Grey
South,2020-05-20T13:44:03Z,ZLP-1568,Lincoln,Towncar,Beige
South,2020-05-20T13:44:08Z,VWV-6965,Tesla,Model S,Silver
South,2020-05-20T13:44:12Z,ELU-4997,Dodge,Ram,Silver
South,2020-05-20T13:44:20Z,UAX-8549,Jaguar,XF,Black
South,2020-05-20T13:44:36Z,IFV-9601,Infiniti,G37,White
South,2020-05-20T13:44:48Z,QTY-7443,Buick,Encore,Grey
South,2020-05-20T13:44:53Z,KSE-9683,Mercedes,E-Class,Blue
South,2020-05-20T13:45:05Z,YNR-5503,Scion,xB,Yellow
South,2020-05-20T13:45:06Z,ZAS-9728,Nissan,Maxima,Silver
South,2020-05-20T13:45:17Z,HUR-6461,Mercedes,E-Class,Blue
South,2020-05-20T13:45:28Z,YVK-4886,Mercedes,GE-Class,Black
South,2020-05-20T13:45:33Z,WYN-0438,Ford,Fiesta,White
South,2020-05-20T13:45:40Z,KIA-0997,Mitsubishi,Outlander,Red
South,2020-05-20T13:45:48Z,UCD-0510,Ford,Fiesta,White
South,2020-05-20T13:45:51Z,JCA-4693,Infiniti,Q50,Grey
South,2020-05-20T13:45:57Z,PRB-7269,Toyota,4Runner,Black
South,2020-05-20T13:45:59Z,URI-0649,Nissan,Xterra,Black
South,2020-05-20T13:46:04Z,EJG-3214,Scion,xB,Silver
South,2020-05-20T13:46:06Z,PBL-6617,Mazda,6,White
South,2020-05-20T13:46:14Z,ESW-6064,Lexus,LX,White
South,2020-05-20T13:46:20Z,LBC-0349,Jaguar,XF,Green
South,2020-05-20T13:46:22Z,CEF-4218,Land Rover,LR4,Grey
South,2020-05-20T13:46:25Z,APD-3663,BMW,4-Series,White
South,2020-05-20T13:46:39Z,EKK-2044,Audi,Q7,Grey
South,2020-05-20T13:46:44Z,RUX-0842,Nissan,Murano,Black
South,2020-05-20T13:46:52Z,AFP-0528,Dodge,Ram,Silver
South,2020-05-20T13:46:57Z,LLW-0154,Hyundai,Sonata,Black
South,2020-05-20T13:47:01Z,IWU-0885,BMW,4-Series,White
South,2020-05-20T13:47:04Z,UXX-3545,Toyota,Corolla,Grey
South,2020-05-20T13:47:07Z,NWK-6869,Ford,Police Interceptor,Black
South,2020-05-20T13:47:28Z,HGN-5324,Volvo,XC60,Silver
South,2020-05-20T13:47:32Z,NIK-4776,Chevy,Silverado,White
South,2020-05-20T13:47:35Z,YYW-2836,Chevy,Camaro,Black
South,2020-05-20T13:47:37Z,LZS-2884,Porsche,Panamera,Black
South,2020-05-20T13:47:49Z,NHP-1547,Mercedes,CLS,White
South,2020-05-20T13:47:57Z,FUB-2201,Nissan,Juke,Orange
South,2020-05-20T13:48:04Z,LEH-7417,Lexus,ES,Silver
South,2020-05-20T13:48:08Z,JME-7346,Mazda,3,White
South,2020-05-20T13:48:13Z,KAW-4169,Volkswagen,Beetle,Red
South,2020-05-20T13:48:15Z,VTU-6240,Mazda,CX-3,Black
South,2020-05-20T13:48:19Z,IXC-6505,Acura,TSX,Grey
South,2020-05-20T13:48:21Z,JPK-6650,Ford,F-150,White
South,2020-05-20T13:48:24Z,BKH-0663,Nissan,Armada,White
South,2020-05-20T13:48:30Z,MLO-2293,Subaru,Impreza,Blue
South,2020-05-20T13:48:36Z,CHQ-7888,Dodge,Grand Caravan,Blue
South,2020-05-20T13:48:37Z,MTO-1328,Land Rover,Range Rover,White
South,2020-05-20T13:48:40Z,PGB-9595,Mini,Cooper,Orange
South,2020-05-20T13:48:42Z,BRV-9516,Hyundai,Elantra,Grey
South,2020-05-20T13:48:50Z,PUQ-3719,Kia,Santa Fe,White
South,2020-05-20T13:48:51Z,CYK-5865,Lexus,GX,Grey
South,2020-05-20T13:48:56Z,FFW-5393,Jaguar,F-Pace,Grey
South,2020-05-20T13:48:59Z,RHG-9467,Chevy,Silverado,White
South,2020-05-20T13:49:14Z,UOO-8690,Volkswagen,Jetta,Grey
South,2020-05-20T13:49:21Z,PJF-1732,Honda,Civic,Grey
South,2020-05-20T13:49:29Z,AML-0793,Toyota,Rav-4,White
South,2020-05-20T13:49:43Z,OTG-4849,Ford,F-450,White
South,2020-05-20T13:49:47Z,FWA-1786,Mercedes,GLK-Class,White
South,2020-05-20T13:50:05Z,BKM-2741,Nissan,Rogue,White
South,2020-05-20T13:50:09Z,PCM-4329,Toyota,Tocoma,White
South,2020-05-20T13:50:17Z,KPK-9129,Nissan,Murano,Black
South,2020-05-20T13:50:25Z,RTE-0622,Lexus,RX,Green
South,2020-05-20T13:50:34Z,NIW-6500,Nissan,Rogue,Silver
South,2020-05-20T13:51:01Z,DVO-6202,Toyota,Avalon,Grey
South,2020-05-20T13:51:03Z,QSE-8859,Honda,Civic,White
South,2020-05-20T13:51:07Z,LRJ-0656,Nissan,XE,Black
South,2020-05-20T13:51:11Z,OAF-4323,Mercedes,GLC-Class,White
South,2020-05-20T13:51:21Z,ZTP-3015,Toyota,86,Black
South,2020-05-20T13:51:25Z,QKV-2058,Jeep,Patriot,Silver
South,2020-05-20T13:51:28Z,YDR-4455,Honda,CR-V,Grey
South,2020-05-20T13:51:35Z,FHO-7811,Ford,Escape,Black
South,2020-05-20T13:51:43Z,QPQ-5612,Kia,Forte,Silver
South,2020-05-20T13:51:46Z,GPA-6751,Kia,Forte,Silver
South,2020-05-20T13:51:49Z,SDG-0228,Acura,RDX,Black
South,2020-05-20T13:51:56Z,VMB-3384,GMC,Acadia,White
South,2020-05-20T13:51:59Z,LMK-2126,Chevy,Suburban,White
South,2020-05-20T13:52:01Z,SMJ-9194,Ford,Ranger,White
South,2020-05-20T13:52:01Z,USK-0687,Nissan,Versa,Blue
South,2020-05-20T13:52:11Z,TBZ-5545,Lexus,GX,Grey
South,2020-05-20T13:52:26Z,VLU-5844,Lincoln,Navigator,Black
South,2020-05-20T13:52:27Z,HVL-5222,Dodge,Avenger,Red
South,2020-05-20T13:52:36Z,BLA-2954,Chevy,Corvette,Black
South,2020-05-20T13:52:38Z,QVN-2139,Infiniti,G35,Grey
South,2020-05-20T13:52:40Z,YVA-7384,Dodge,Charger,Red
South,2020-05-20T13:52:51Z,CSA-8311,Ford,E-250,White
South,2020-05-20T13:52:57Z,BDB-6635,Chevy,Camaro,Red
South,2020-05-20T13:52:59Z,XSK-5814,Toyota,Matrix,Grey
South,2020-05-20T13:53:02Z,UQM-5868,Mercedes,GE-Class,Black
South,2020-05-20T13:53:08Z,OMX-9480,Mini,Cooper,Orange
South,2020-05-20T13:53:24Z,NSF-0386,Volkswagen,Eos,Red
South,2020-05-20T13:53:27Z,BBQ-2021,Honda,HR-V,Grey
South,2020-05-20T13:53:32Z,GPI-7020,Mercedes,GLC-Class,Black
South,2020-05-20T13:53:39Z,DPI-1627,Toyota,Corolla,Red
South,2020-05-20T13:53:44Z,UVH-6724,Chevy,Silverado,Black
South,2020-05-20T13:53:49Z,VWY-5825,Alfa Romeo,Giulia,Red
South,2020-05-20T13:53:55Z,YFZ-7618,Nissan,Maxima,Silver
South,2020-05-20T13:54:20Z,KXS-0742,BMW,X5,Black
South,2020-05-20T13:54:23Z,UPQ-4849,Hyundai,Elantra,Grey
South,2020-05-20T13:54:25Z,AVI-1824,Lincoln,Navigator,Black
South,2020-05-20T13:54:32Z,DRW-2013,Buick,Encore,Grey
South,2020-05-20T13:54:43Z,FHT-3782,Toyota,Venza,Grey
South,2020-05-20T13:54:46Z,QAV-5538,Toyota,Tocoma,White
South,2020-05-20T13:54:49Z,CFI-1140,Dodge,Ram,White
South,2020-05-20T13:54:54Z,AZD-7969,Lexus,CT,White
South,2020-05-20T13:54:58Z,MUT-5528,Chevy,Express,White
South,2020-05-20T13:55:00Z,KPL-5828,Kia,Spectra,Silver
South,2020-05-20T13:55:06Z,OJH-3844,Toyota,Camry,Grey
South,2020-05-20T13:55:14Z,QHM-2152,Infiniti,Q50,Grey
South,2020-05-20T13:55:18Z,PGS-7944,Alfa Romeo,Giulia,Red
South,2020-05-20T13:55:21Z,TLA-4800,Nissan,Kicks,Silver
South,2020-05-20T13:55:27Z,NRK-7043,Lexus,RX,Silver
South,2020-05-20T13:55:43Z,FDY-8333,Nissan,Titan,White
South,2020-05-20T13:55:53Z,XBC-0550,Ford,Focus,Blue
South,2020-05-20T13:55:57Z,DJK-2880,Honda,Avalanche,White
South,2020-05-20T13:56:01Z,CUT-5056,Mazda,CX-9,White
South,2020-05-20T13:56:08Z,SNL-8235,Lexus,LX,Black
South,2020-05-20T13:56:11Z,CLG-9140,Honda,Accord,Grey
South,2020-05-20T13:56:25Z,IUN-4224,Chevy,Silverado,White
South,2020-05-20T13:56:32Z,SVA-9184,Mazda,5,Grey
South,2020-05-20T13:56:47Z,IRN-3338,Dodge,Charger,Black
South,2020-05-20T13:56:49Z,XGI-3824,Volvo,V70,Beige
South,2020-05-20T13:56:51Z,JEA-1445,Honda,CR-V,Silver
South,2020-05-20T13:56:59Z,GJD-5045,Chevy,Suburban,Red
South,2020-05-20T13:57:04Z,KAV-5836,Nissan,Maxima,Silver
South,2020-05-20T13:57:08Z,DXH-4550,Chevy,Express,White
South,2020-05-20T13:57:16Z,MHJ-6095,Lincoln,Navigator,Black
South,2020-05-20T13:57:20Z,TXI-9296,Honda,Accord,White
South,2020-05-20T13:57:22Z,RUY-9356,Honda,Odyssey,White
South,2020-05-20T13:57:25Z,MEC-0253,Honda,S-3000,Silver
South,2020-05-20T13:57:29Z,TWU-0147,Subaru,Ascent,Blue
South,2020-05-20T13:57:36Z,MTY-7325,Buick,LaCrosse,Beige
South,2020-05-20T13:57:42Z,PAD-3358,Toyota,Corolla,Black
South,2020-05-20T13:57:47Z,HWA-9487,Chevy,Silverado,White
South,2020-05-20T13:57:50Z,YVF-3019,Mercedes,GE-Class,Black
South,2020-05-20T13:57:53Z,SEB-5816,Jeep,Patriot,Silver
South,2020-05-20T13:57:57Z,TCT-3227,Ford,Explorer,White
South,2020-05-20T13:57:59Z,OEN-6787,Saturn,Sky,Black
South,2020-05-20T13:58:02Z,KDJ-4563,Chevy,Silverado,Grey
South,2020-05-20T13:58:16Z,CZX-9503,Scion,tC,White
South,2020-05-20T13:58:37Z,UJV-3029,Toyota,Corolla,Purple
South,2020-05-20T13:58:42Z,ZJU-1725,Mazda,CX-30,Grey
South,2020-05-20T13:59:02Z,EQE-4635,Infiniti,QX50,Silver
South,2020-05-20T13:59:20Z,AAO-8284,Toyota,Prius,Black
South,2020-05-20T13:59:24Z,JTA-4308,Audi,Q7,Black
South,2020-05-20T13:59:58Z,UQA-1052,Mazda,6,Black
South,2020-05-20T14:00:01Z,BOD-4453,Toyota,Corolla,Grey
South,2020-05-20T14:00:03Z,YDC-3245,Jeep,Grand Cherokee,Silver
South,2020-05-20T14:00:57Z,BBC-2713,Mercedes,CLA-Class,Red
South,2020-05-20T14:01:17Z,UNP-4218,Acura,TSX,Silver
South,2020-05-20T14:01:22Z,RWS-3815,Toyota,Forerunner,White
South,2020-05-20T14:01:32Z,COY-6790,Toyota,Prius,White
South,2020-05-20T14:01:48Z,CDB-6406,Chevy,Suburban,White
South,2020-05-20T14:02:10Z,FBY-3355,Nissan,Murano,Black
South,2020-05-20T14:02:17Z,KOO-6653,Mercedes,S-Series,Black
South,2020-05-20T14:02:19Z,PLE-7858,Audi,RS7,Grey
South,2020-05-20T14:02:25Z,BBI-8972,Volkswagen,Jetta,Black
South,2020-05-20T14:02:28Z,VDX-2799,BMW,X5,Black
South,2020-05-20T14:02:29Z,JVD-0368,Chrysler,300,White
South,2020-05-20T14:02:38Z,GCV-1604,Jeep,Wrangler,White
South,2020-05-20T14:02:39Z,BKU-6134,Nissan,Murano,Black
South,2020-05-20T14:02:45Z,PGB-5271,Buick,LaCrosse,Beige
South,2020-05-20T14:02:48Z,EKV-4673,Lexus,SC,White
